[2022-05-17 02:02:14,959] {taskinstance.py:1043} INFO - Dependencies all met for <TaskInstance: ETL.poblar_tablas.poblar_employee scheduled__2022-05-16T00:00:00+00:00 [queued]>
[2022-05-17 02:02:15,007] {taskinstance.py:1043} INFO - Dependencies all met for <TaskInstance: ETL.poblar_tablas.poblar_employee scheduled__2022-05-16T00:00:00+00:00 [queued]>
[2022-05-17 02:02:15,030] {taskinstance.py:1249} INFO - 
--------------------------------------------------------------------------------
[2022-05-17 02:02:15,037] {taskinstance.py:1250} INFO - Starting attempt 1 of 1
[2022-05-17 02:02:15,043] {taskinstance.py:1251} INFO - 
--------------------------------------------------------------------------------
[2022-05-17 02:02:16,697] {taskinstance.py:1270} INFO - Executing <Task(PostgresOperator): poblar_tablas.poblar_employee> on 2022-05-16 00:00:00+00:00
[2022-05-17 02:02:16,902] {standard_task_runner.py:79} INFO - Running: ['***', 'tasks', 'run', 'ETL', 'poblar_tablas.poblar_employee', 'scheduled__2022-05-16T00:00:00+00:00', '--job-id', '60', '--raw', '--subdir', 'DAGS_FOLDER/ETL.py', '--cfg-path', '/tmp/tmp020v4rlj', '--error-file', '/tmp/tmpqx60kcfj']
[2022-05-17 02:02:17,907] {standard_task_runner.py:80} INFO - Job 60: Subtask poblar_tablas.poblar_employee
[2022-05-17 02:02:16,819] {standard_task_runner.py:52} INFO - Started process 275 to run task
[2022-05-17 02:02:22,651] {logging_mixin.py:109} INFO - Running <TaskInstance: ETL.poblar_tablas.poblar_employee scheduled__2022-05-16T00:00:00+00:00 [running]> on host 9ab1054ea248
[2022-05-17 02:02:30,893] {taskinstance.py:1448} INFO - Exporting the following env vars:
AIRFLOW_CTX_DAG_EMAIL=estudiante@uniandes.edu.co
AIRFLOW_CTX_DAG_OWNER=Estudiante
AIRFLOW_CTX_DAG_ID=ETL
AIRFLOW_CTX_TASK_ID=poblar_tablas.poblar_employee
AIRFLOW_CTX_EXECUTION_DATE=2022-05-16T00:00:00+00:00
AIRFLOW_CTX_DAG_RUN_ID=scheduled__2022-05-16T00:00:00+00:00
[2022-05-17 02:02:30,951] {base.py:79} INFO - Using connection to: id: postgres_localhost. Host: host.docker.internal, Port: 5432, Schema: WWW23, Login: Grupo23BI, Password: ***, extra: {}
[2022-05-17 02:02:31,668] {dbapi.py:225} INFO - Running statement: INSERT INTO employee (Employee_Key,Employee,Preferred_Name,Is_Salesperson) VALUES (1,'Lily Code','Lily','True');
INSERT INTO employee (Employee_Key,Employee,Preferred_Name,Is_Salesperson) VALUES (2,'Isabella Rupp','Isabella','False');
INSERT INTO employee (Employee_Key,Employee,Preferred_Name,Is_Salesperson) VALUES (3,'Ethan Onslow','Ethan','False');
INSERT INTO employee (Employee_Key,Employee,Preferred_Name,Is_Salesperson) VALUES (4,'Amy Trefl','Amy','True');
INSERT INTO employee (Employee_Key,Employee,Preferred_Name,Is_Salesperson) VALUES (5,'Jai Shand','Jai','False');
INSERT INTO employee (Employee_Key,Employee,Preferred_Name,Is_Salesperson) VALUES (6,'Anthony Grosse','Anthony','True');
INSERT INTO employee (Employee_Key,Employee,Preferred_Name,Is_Salesperson) VALUES (7,'Taj Shand','Taj','True');
INSERT INTO employee (Employee_Key,Employee,Preferred_Name,Is_Salesperson) VALUES (8,'Hudson Hollinworth','Hudson','True');
INSERT INTO employee (Employee_Key,Employee,Preferred_Name,Is_Salesperson) VALUES (9,'Jack Potter','Jack','True');
INSERT INTO employee (Employee_Key,Employee,Preferred_Name,Is_Salesperson) VALUES (10,'Piper Koch','Piper','False');
INSERT INTO employee (Employee_Key,Employee,Preferred_Name,Is_Salesperson) VALUES (11,'Hudson Onslow','Hudson','True');
INSERT INTO employee (Employee_Key,Employee,Preferred_Name,Is_Salesperson) VALUES (12,'Sophia Hinton','Sophia','True');
INSERT INTO employee (Employee_Key,Employee,Preferred_Name,Is_Salesperson) VALUES (13,'Henry Forlonge','Henry','False');
INSERT INTO employee (Employee_Key,Employee,Preferred_Name,Is_Salesperson) VALUES (14,'Stella Rosenhain','Stella','False');
INSERT INTO employee (Employee_Key,Employee,Preferred_Name,Is_Salesperson) VALUES (15,'Kayla Woodcock','Kayla','True');
INSERT INTO employee (Employee_Key,Employee,Preferred_Name,Is_Salesperson) VALUES (16,'Katie Darwin','Katie','False');
INSERT INTO employee (Employee_Key,Employee,Preferred_Name,Is_Salesperson) VALUES (17,'Alica Fatnowna','Alica','False');
